,INVENTORY_YEAR,INVENTORY_MONTH,PRODUCT_NUMBER,INVENTORY_COUNT
1160,2024,2,58,3569
1161,2024,2,59,1965
1162,2024,2,60,11139
1163,2024,2,61,10239
1164,2024,2,62,6098
1165,2024,2,63,3811
1166,2024,2,64,8579
1167,2024,2,65,4012
1168,2024,2,66,1142
1169,2024,2,67,2066
1170,2024,2,68,2692
1171,2024,2,69,1555
1172,2024,2,70,1887
1173,2024,2,71,2067
1174,2024,2,72,2143
1175,2024,2,73,5188
1176,2024,2,74,6644
1177,2024,2,75,4184
1178,2024,2,76,7666
1179,2024,2,77,4302
1180,2024,2,78,1055
1181,2024,2,79,739
1182,2024,2,80,1927
1183,2024,2,81,1407
1184,2024,2,82,3885
1185,2024,2,83,2908
1186,2024,2,84,1527
1187,2024,2,85,1986
1188,2024,2,86,13650
1189,2024,2,87,20717
1190,2024,2,88,17724
1191,2024,2,89,15710
1192,2024,2,90,25384
1193,2024,2,91,12492
1194,2024,2,92,5465
1195,2024,2,93,17560
1196,2024,2,94,21450
1197,2024,2,95,16774
1198,2024,2,96,2210
1199,2024,2,97,1607
1200,2024,2,98,8255
1201,2024,2,99,6247
1202,2024,2,100,4612
1203,2024,2,101,1707
1204,2024,2,102,1312
1205,2024,2,103,302
1206,2024,2,104,425
1207,2024,2,105,1223
1208,2024,2,106,1033
1209,2024,2,107,371
1210,2024,2,108,480
1211,2024,2,109,6193
1212,2024,2,110,1883
1213,2024,2,111,994
1214,2024,2,112,6388
1215,2024,2,113,9053
1216,2024,2,114,1014
1217,2024,2,115,2158
1218,2024,3,1,6509
1219,2024,3,2,6230
1220,2024,3,3,4990
1221,2024,3,4,11776
1222,2024,3,5,2530
1223,2024,3,6,1506
1224,2024,3,7,4323
1225,2024,3,8,4297
1226,2024,3,9,1099
1227,2024,3,10,5840
1228,2024,3,11,1052
1229,2024,3,12,1426
1230,2024,3,13,1430
1231,2024,3,14,3630
1232,2024,3,15,1338
1233,2024,3,16,21284
1234,2024,3,17,4522
1235,2024,3,18,3700
1236,2024,3,19,4749
1237,2024,3,20,3083
1238,2024,3,21,5557
1239,2024,3,22,1287
1240,2024,3,23,1153
1241,2024,3,24,4364
1242,2024,3,25,4061
1243,2024,3,26,3066
1244,2024,3,27,2684
1245,2024,3,28,4049
1246,2024,3,29,7806
1247,2024,3,30,3300
1248,2024,3,31,8598
1249,2024,3,32,18373
1250,2024,3,33,17785
1251,2024,3,34,20304
1252,2024,3,35,11971
1253,2024,3,36,11421
1254,2024,3,37,4947
1255,2024,3,38,1939
1256,2024,3,39,5048
1257,2024,3,40,11024
1258,2024,3,41,5213
1259,2024,3,42,3713
1260,2024,3,43,7475
1261,2024,3,44,5912
1262,2024,3,45,2392
1263,2024,3,46,2982
1264,2024,3,47,7665
1265,2024,3,48,2432
1266,2024,3,49,1482
1267,2024,3,50,40115
1268,2024,3,51,11702
1269,2024,3,52,6306
1270,2024,3,53,7952
1271,2024,3,54,10803
1272,2024,3,55,8126
1273,2024,3,56,9362
1274,2024,3,57,3189
1275,2024,3,58,3419
1276,2024,3,59,1769
1277,2024,3,60,12879
1278,2024,3,61,9763
1279,2024,3,62,6384
1280,2024,3,63,3951
1281,2024,3,64,7963
1282,2024,3,65,3884
1283,2024,3,66,962
1284,2024,3,67,2104
1285,2024,3,68,2884
1286,2024,3,69,1723
1287,2024,3,70,1843
1288,2024,3,71,2109
1289,2024,3,72,2249
1290,2024,3,73,6168
1291,2024,3,74,8070
1292,2024,3,75,4240
1293,2024,3,76,7916
1294,2024,3,77,4694
1295,2024,3,78,835
1296,2024,3,79,789
1297,2024,3,80,2117
1298,2024,3,81,1493
1299,2024,3,82,3751
1300,2024,3,83,2850
1301,2024,3,84,1213
1302,2024,3,85,1966
1303,2024,3,86,12276
1304,2024,3,87,20075
1305,2024,3,88,16376
1306,2024,3,89,14846
1307,2024,3,90,23832
1308,2024,3,91,11486
1309,2024,3,92,5125
1310,2024,3,93,16652
1311,2024,3,94,20072
1312,2024,3,95,15926
1313,2024,3,96,2018
1314,2024,3,97,1543
1315,2024,3,98,7839
1316,2024,3,99,5913
1317,2024,3,100,4110
1318,2024,3,101,1633
1319,2024,3,102,1226
1320,2024,3,103,814
1321,2024,3,104,1371
1322,2024,3,105,1151
1323,2024,3,106,1107
1324,2024,3,107,1255
1325,2024,3,108,1420
1326,2024,3,109,5679
1327,2024,3,110,1359
1328,2024,3,111,902
1329,2024,3,112,5380
1330,2024,3,113,8359
1331,2024,3,114,942
1332,2024,3,115,5426
1333,2024,4,1,6465
1334,2024,4,2,9038
1335,2024,4,3,5552
1336,2024,4,4,10456
1337,2024,4,5,2082
1338,2024,4,6,1390
1339,2024,4,7,3711
1340,2024,4,8,3429
1341,2024,4,9,3319
1342,2024,4,10,5168
1343,2024,4,11,876
1344,2024,4,12,1468
1345,2024,4,13,1362
1346,2024,4,14,3438
1347,2024,4,15,1392
1348,2024,4,16,50294
1349,2024,4,17,4256
1350,2024,4,18,3708
1351,2024,4,19,4673
1352,2024,4,20,2615
1353,2024,4,21,5279
1354,2024,4,22,1175
1355,2024,4,23,1613
1356,2024,4,24,4390
1357,2024,4,25,4145
1358,2024,4,26,3366
1359,2024,4,27,2954
1360,2024,4,28,3989
1361,2024,4,29,6966
1362,2024,4,30,5516
1363,2024,4,31,8092
1364,2024,4,32,15931
1365,2024,4,33,16111
1366,2024,4,34,17156
1367,2024,4,35,10661
1368,2024,4,36,14517
1369,2024,4,37,6783
1370,2024,4,38,4015
1371,2024,4,39,7196
1372,2024,4,40,9508
1373,2024,4,41,4901
1374,2024,4,42,3573
1375,2024,4,43,6941
1376,2024,4,44,5560
1377,2024,4,45,2442
1378,2024,4,46,3118
1379,2024,4,47,7551
1380,2024,4,48,2396
1381,2024,4,49,1982
1382,2024,4,50,37803
1383,2024,4,51,11552
1384,2024,4,52,6092
1385,2024,4,53,7244
1386,2024,4,54,10599
1387,2024,4,55,7582
1388,2024,4,56,18196
1389,2024,4,57,2947
1390,2024,4,58,3437
1391,2024,4,59,1537
1392,2024,4,60,11105
1393,2024,4,61,9235
1394,2024,4,62,6006
1395,2024,4,63,3559
1396,2024,4,64,7387
1397,2024,4,65,3404
1398,2024,4,66,1082
1399,2024,4,67,1970
1400,2024,4,68,2730
1401,2024,4,69,1649
1402,2024,4,70,1883
1403,2024,4,71,2173
1404,2024,4,72,2391
1405,2024,4,73,7048
1406,2024,4,74,8708
1407,2024,4,75,3936
1408,2024,4,76,7680
1409,2024,4,77,4762
1410,2024,4,78,717
1411,2024,4,79,679
1412,2024,4,80,1929
1413,2024,4,81,1525
1414,2024,4,82,3439
1415,2024,4,83,2488
1416,2024,4,84,1167
1417,2024,4,85,1966
1418,2024,4,86,11284
1419,2024,4,87,18909
1420,2024,4,88,14238
1421,2024,4,89,14040
1422,2024,4,90,21840
1423,2024,4,91,10616
1424,2024,4,92,4853
1425,2024,4,93,15402
1426,2024,4,94,18100
1427,2024,4,95,14476
1428,2024,4,96,2312
1429,2024,4,97,1473
1430,2024,4,98,7585
1431,2024,4,99,5629
1432,2024,4,100,3556
1433,2024,4,101,1585
1434,2024,4,102,1080
1435,2024,4,103,1232
1436,2024,4,104,1267
1437,2024,4,105,855
1438,2024,4,106,977
1439,2024,4,107,1323
1440,2024,4,108,1346
1441,2024,4,109,4941
1442,2024,4,110,1675
1443,2024,4,111,996
1444,2024,4,112,4350
1445,2024,4,113,7427
1446,2024,4,114,840
1447,2024,4,115,4156
1448,2024,5,1,7425
1449,2024,5,2,7656
1450,2024,5,3,4824
1451,2024,5,4,9696
1452,2024,5,5,1258
1453,2024,5,6,1254
1454,2024,5,7,3519
1455,2024,5,8,2813
1456,2024,5,9,3027
1457,2024,5,10,4964
1458,2024,5,11,1022
1459,2024,5,12,2114
1460,2024,5,13,1970
1461,2024,5,14,3518
1462,2024,5,15,1694
1463,2024,5,16,48282
1464,2024,5,17,4706
1465,2024,5,18,3750
1466,2024,5,19,5053
1467,2024,5,20,2379
1468,2024,5,21,5009
1469,2024,5,22,1057
1470,2024,5,23,1475
1471,2024,5,24,4826
1472,2024,5,25,4565
1473,2024,5,26,3564
1474,2024,5,27,3148
1475,2024,5,28,4309
1476,2024,5,29,6544
1477,2024,5,30,5180
1478,2024,5,31,7664
1479,2024,5,32,14241
1480,2024,5,33,22117
1481,2024,5,34,16394
1482,2024,5,35,10331
1483,2024,5,36,13107
1484,2024,5,37,6485
1485,2024,5,38,3527
1486,2024,5,39,6912
1487,2024,5,40,8278
1488,2024,5,41,4383
1489,2024,5,42,3589
1490,2024,5,43,6939
1491,2024,5,44,5434
1492,2024,5,45,2562
1493,2024,5,46,3182
1494,2024,5,47,7765
1495,2024,5,48,2398
1496,2024,5,49,1832
1497,2024,5,50,36069
1498,2024,5,51,11744
1499,2024,5,52,6484
1500,2024,5,53,7708
1501,2024,5,54,10979
1502,2024,5,55,7980
1503,2024,5,56,17696
1504,2024,5,57,3279
1505,2024,5,58,3373
1506,2024,5,59,1541
1507,2024,5,60,12937
1508,2024,5,61,9981
1509,2024,5,62,6650
1510,2024,5,63,4081
1511,2024,5,64,8979
1512,2024,5,65,3716
1513,2024,5,66,1174
1514,2024,5,67,2354
1515,2024,5,68,3426
1516,2024,5,69,1581
1517,2024,5,70,1919
1518,2024,5,71,2461
1519,2024,5,72,2793
1520,2024,5,73,7804
1521,2024,5,74,10228
1522,2024,5,75,4726
1523,2024,5,76,8128
1524,2024,5,77,4936
1525,2024,5,78,693
1526,2024,5,79,787
1527,2024,5,80,2039
1528,2024,5,81,1625
1529,2024,5,82,4171
1530,2024,5,83,2698
1531,2024,5,84,1239
1532,2024,5,85,2262
1533,2024,5,86,10440
1534,2024,5,87,18113
1535,2024,5,88,13162
1536,2024,5,89,13182
1537,2024,5,90,21282
1538,2024,5,91,9850
1539,2024,5,92,4697
1540,2024,5,93,14336
1541,2024,5,94,16234
1542,2024,5,95,13420
1543,2024,5,96,2244
1544,2024,5,97,1409
1545,2024,5,98,7073
1546,2024,5,99,5163
1547,2024,5,100,5964
1548,2024,5,101,1735
1549,2024,5,102,1036
1550,2024,5,103,1140
1551,2024,5,104,1211
1552,2024,5,105,871
1553,2024,5,106,1043
1554,2024,5,107,1213
1555,2024,5,108,1288
1556,2024,5,109,4567
1557,2024,5,110,1359
1558,2024,5,111,870
1559,2024,5,112,4088
1560,2024,5,113,7017
1561,2024,5,114,782
1562,2024,5,115,3902
1563,2024,6,1,8169
1564,2024,6,2,7104
1565,2024,6,3,7392
1566,2024,6,4,13438
1567,2024,6,5,2486
1568,2024,6,6,1186
1569,2024,6,7,3199
1570,2024,6,8,1945
1571,2024,6,9,2491
1572,2024,6,10,9512
1573,2024,6,11,1008
1574,2024,6,12,2030
1575,2024,6,13,1694
1576,2024,6,14,3670
1577,2024,6,15,1768
1578,2024,6,16,46480
1579,2024,6,17,4478
1580,2024,6,18,3862
1581,2024,6,19,4931
1582,2024,6,20,1913
1583,2024,6,21,4707
1584,2024,6,22,1923
1585,2024,6,23,1367
1586,2024,6,24,4876
1587,2024,6,25,4893
1588,2024,6,26,3638
1589,2024,6,27,3198
1590,2024,6,28,4429
1591,2024,6,29,8438
1592,2024,6,30,4872
1593,2024,6,31,9958
1594,2024,6,32,20299
1595,2024,6,33,20637
1596,2024,6,34,23446
1597,2024,6,35,12651
1598,2024,6,36,11617
1599,2024,6,37,5829
1600,2024,6,38,2759
1601,2024,6,39,6048
1602,2024,6,40,14134
1603,2024,6,41,7595
1604,2024,6,42,3551
1605,2024,6,43,6843
1606,2024,6,44,5972
1607,2024,6,45,2586
1608,2024,6,46,3202
1609,2024,6,47,7547
1610,2024,6,48,2536
1611,2024,6,49,1712
1612,2024,6,50,42387
1613,2024,6,51,11320
1614,2024,6,52,6606
1615,2024,6,53,7748
1616,2024,6,54,11373
1617,2024,6,55,8202
1618,2024,6,56,17180
1619,2024,6,57,3265
1620,2024,6,58,3451
1621,2024,6,59,1563
1622,2024,6,60,11871
1623,2024,6,61,10327
1624,2024,6,62,6426
1625,2024,6,63,3979
1626,2024,6,64,9577
1627,2024,6,65,3746
1628,2024,6,66,1158
1629,2024,6,67,2578
1630,2024,6,68,3662
1631,2024,6,69,1489
1632,2024,6,70,2055
1633,2024,6,71,2623
1634,2024,6,72,2869
1635,2024,6,73,8374
1636,2024,6,74,10892
1637,2024,6,75,4150
1638,2024,6,76,7512
1639,2024,6,77,4752
1640,2024,6,78,999
1641,2024,6,79,865
1642,2024,6,80,1851
1643,2024,6,81,1631
1644,2024,6,82,4605
1645,2024,6,83,2788
1646,2024,6,84,1361
1647,2024,6,85,2116
1648,2024,6,86,8764
1649,2024,6,87,17117
1650,2024,6,88,10844
1651,2024,6,89,12466
1652,2024,6,90,19256
1653,2024,6,91,8910
1654,2024,6,92,4381
1655,2024,6,93,13318
1656,2024,6,94,14720
1657,2024,6,95,12144
1658,2024,6,96,2060
1659,2024,6,97,1361
1660,2024,6,98,6667
1661,2024,6,99,4565
1662,2024,6,100,5276
1663,2024,6,101,1791
1664,2024,6,102,1084
1665,2024,6,103,1086
1666,2024,6,104,1129
1667,2024,6,105,991
1668,2024,6,106,1007
1669,2024,6,107,1153
1670,2024,6,108,1192
1671,2024,6,109,4197
1672,2024,6,110,1807
1673,2024,6,111,1052
1674,2024,6,112,3696
1675,2024,6,113,6381
1676,2024,6,114,734
1677,2024,6,115,3342
1678,2024,7,1,9139
1679,2024,7,2,10506
1680,2024,7,3,6182
1681,2024,7,4,12312
1682,2024,7,5,2068
1683,2024,7,6,2008
1684,2024,7,7,2981
1685,2024,7,8,1685
1686,2024,7,9,2181
1687,2024,7,10,8956
1688,2024,7,11,1018
1689,2024,7,12,2384
1690,2024,7,13,2158
1691,2024,7,14,3860
1692,2024,7,15,1904
1693,2024,7,16,45040
1694,2024,7,17,4594
1695,2024,7,18,4516
1696,2024,7,19,5337
1697,2024,7,20,1555
1698,2024,7,21,4377
1699,2024,7,22,1747
1700,2024,7,23,1891
1701,2024,7,24,5000
1702,2024,7,25,4775
1703,2024,7,26,4044
1704,2024,7,27,3576
1705,2024,7,28,4345
1706,2024,7,29,7822
1707,2024,7,30,4220
1708,2024,7,31,9390
1709,2024,7,32,18377
1710,2024,7,33,19031
1711,2024,7,34,22200
1712,2024,7,35,11641
1713,2024,7,36,15631
1714,2024,7,37,7759
1715,2024,7,38,4719
1716,2024,7,39,9138
1717,2024,7,40,13154
1718,2024,7,41,7495
1719,2024,7,42,3739
1720,2024,7,43,7033
1721,2024,7,44,6516
1722,2024,7,45,2698
1723,2024,7,46,3388
1724,2024,7,47,7695
1725,2024,7,48,2698
1726,2024,7,49,1630
1727,2024,7,50,38997
1728,2024,7,51,11972
1729,2024,7,52,6970
1730,2024,7,53,8104
1731,2024,7,54,11793
1732,2024,7,55,8404
1733,2024,7,56,16664
1734,2024,7,57,3513
1735,2024,7,58,3629
1736,2024,7,59,1917
1737,2024,7,60,13311
1738,2024,7,61,10395
1739,2024,7,62,7352
1740,2024,7,63,4111
1741,2024,7,64,9507
1742,2024,7,65,3722
1743,2024,7,66,1298
1744,2024,7,67,2692
1745,2024,7,68,3892
1746,2024,7,69,1561
1747,2024,7,70,1945
1748,2024,7,71,2651
1749,2024,7,72,3259
1750,2024,7,73,8518
1751,2024,7,74,12192
1752,2024,7,75,4840
1753,2024,7,76,7774
1754,2024,7,77,5256
1755,2024,7,78,1231
1756,2024,7,79,1017
1757,2024,7,80,2205
1758,2024,7,81,1755
1759,2024,7,82,5327
1760,2024,7,83,3038
1761,2024,7,84,1669
1762,2024,7,85,2346
1763,2024,7,86,9326
1764,2024,7,87,17127
1765,2024,7,88,11062
1766,2024,7,89,12868
1767,2024,7,90,20688
1768,2024,7,91,10590
1769,2024,7,92,4841
1770,2024,7,93,16186
1771,2024,7,94,14714
1772,2024,7,95,11532
1773,2024,7,96,1928
1774,2024,7,97,1297
1775,2024,7,98,6871
1776,2024,7,99,4301
1777,2024,7,100,4868
1778,2024,7,101,1917
1779,2024,7,102,1180
1780,2024,7,103,1054
1781,2024,7,104,1107
1782,2024,7,105,1185
1783,2024,7,106,1069
1784,2024,7,107,1113
1785,2024,7,108,1152
1786,2024,7,109,3927
1787,2024,7,110,1509
1788,2024,7,111,966
1789,2024,7,112,3310
1790,2024,7,113,5861
1791,2024,7,114,702
1792,2024,7,115,2958
1793,2024,8,1,9173
1794,2024,8,2,9816
1795,2024,8,3,8656
1796,2024,8,4,11524
1797,2024,8,5,1556
1798,2024,8,6,1898
1799,2024,8,7,2601
1800,2024,8,8,5547
1801,2024,8,9,1785
1802,2024,8,10,8384
1803,2024,8,11,1188
1804,2024,8,12,2988
1805,2024,8,13,2578
1806,2024,8,14,4520
1807,2024,8,15,1890
1808,2024,8,16,43044
1809,2024,8,17,4900
1810,2024,8,18,4892
1811,2024,8,19,5719
1812,2024,8,20,3759
1813,2024,8,21,7537
1814,2024,8,22,1657
1815,2024,8,23,1817
1816,2024,8,24,5760
1817,2024,8,25,4937
1818,2024,8,26,4296
1819,2024,8,27,3680
1820,2024,8,28,4813
1821,2024,8,29,7258
1822,2024,8,30,6874
1823,2024,8,31,8954
1824,2024,8,32,17609
1825,2024,8,33,25053
1826,2024,8,34,20608
1827,2024,8,35,10971
1828,2024,8,36,15067
1829,2024,8,37,7031
1830,2024,8,38,4341
1831,2024,8,39,8396
1832,2024,8,40,11824
1833,2024,8,41,7123
1834,2024,8,42,4083
1835,2024,8,43,7497
1836,2024,8,44,7302
1837,2024,8,45,2808
1838,2024,8,46,3488
1839,2024,8,47,7823
1840,2024,8,48,2852
1841,2024,8,49,1806
1842,2024,8,50,37769
1843,2024,8,51,12278
1844,2024,8,52,7090
1845,2024,8,53,8432
1846,2024,8,54,12295
1847,2024,8,55,9034
1848,2024,8,56,16224
1849,2024,8,57,3725
1850,2024,8,58,3819
1851,2024,8,59,2161
1852,2024,8,60,12721
1853,2024,8,61,10793
1854,2024,8,62,8346
1855,2024,8,63,4307
1856,2024,8,64,10623
1857,2024,8,65,4046
1858,2024,8,66,1344
1859,2024,8,67,2538
1860,2024,8,68,4400
1861,2024,8,69,1607
1862,2024,8,70,2191
1863,2024,8,71,2889
1864,2024,8,72,3533
1865,2024,8,73,8710
1866,2024,8,74,14772
1867,2024,8,75,5290
1868,2024,8,76,7828
1869,2024,8,77,5284
1870,2024,8,78,1305
1871,2024,8,79,1323
1872,2024,8,80,2293
1873,2024,8,81,1881
1874,2024,8,82,5603
1875,2024,8,83,3348
1876,2024,8,84,1801
1877,2024,8,85,2442
1878,2024,8,86,8420
1879,2024,8,87,16175
1880,2024,8,88,10102
1881,2024,8,89,11294
1882,2024,8,90,19620
1883,2024,8,91,9964
1884,2024,8,92,4605
1885,2024,8,93,15148
1886,2024,8,94,13816
1887,2024,8,95,10068
1888,2024,8,96,1870
1889,2024,8,97,1297
1890,2024,8,98,6641
1891,2024,8,99,4037
1892,2024,8,100,4062
1893,2024,8,101,2137
1894,2024,8,102,1272
1895,2024,8,103,1016
1896,2024,8,104,1099
1897,2024,8,105,1429
1898,2024,8,106,1205
1899,2024,8,107,1103
1900,2024,8,108,1140
1901,2024,8,109,3797
1902,2024,8,110,2281
1903,2024,8,111,1246
1904,2024,8,112,3024
1905,2024,8,113,5721
1906,2024,8,114,688
1907,2024,8,115,6654
1908,2024,9,1,9663
1909,2024,9,2,9172
1910,2024,9,3,8248
1911,2024,9,4,14766
1912,2024,9,5,3128
1913,2024,9,6,1766
1914,2024,9,7,4545
1915,2024,9,8,4955
1916,2024,9,9,1571
1917,2024,9,10,7534
1918,2024,9,11,1324
1919,2024,9,12,3012
1920,2024,9,13,2886
1921,2024,9,14,4892
1922,2024,9,15,2082
1923,2024,9,16,41442
1924,2024,9,17,5286
1925,2024,9,18,4614
1926,2024,9,19,6255
1927,2024,9,20,3251
1928,2024,9,21,7087
1929,2024,9,22,1597
1930,2024,9,23,1801
1931,2024,9,24,6798
1932,2024,9,25,5145
1933,2024,9,26,4490
1934,2024,9,27,3888
1935,2024,9,28,4865
1936,2024,9,29,9310
1937,2024,9,30,6486
1938,2024,9,31,11916
1939,2024,9,32,22433
1940,2024,9,33,23843
1941,2024,9,34,27844
1942,2024,9,35,16057
1943,2024,9,36,14161
1944,2024,9,37,5883
1945,2024,9,38,3897
1946,2024,9,39,8196
1947,2024,9,40,9942
1948,2024,9,41,6749
1949,2024,9,42,4383
1950,2024,9,43,7509
1951,2024,9,44,7780
1952,2024,9,45,2886
1953,2024,9,46,3484
1954,2024,9,47,8025
1955,2024,9,48,3028
1956,2024,9,49,1692
1957,2024,9,50,44943
1958,2024,9,51,12218
1959,2024,9,52,7742
1960,2024,9,53,8638
1961,2024,9,54,12847
1962,2024,9,55,9532
1963,2024,9,56,15690
1964,2024,9,57,3953
1965,2024,9,58,4079
1966,2024,9,59,2471
1967,2024,9,60,14571
1968,2024,9,61,11107
1969,2024,9,62,8770
1970,2024,9,63,4281
1971,2024,9,64,10997
1972,2024,9,65,3958
1973,2024,9,66,1562
1974,2024,9,67,2720
1975,2024,9,68,4738
1976,2024,9,69,1629
1977,2024,9,70,2317
1978,2024,9,71,2869
1979,2024,9,72,3777
1980,2024,9,73,9008
1981,2024,9,74,17014
1982,2024,9,75,5690
1983,2024,9,76,8358
1984,2024,9,77,5268
1985,2024,9,78,1429
1986,2024,9,79,1579
1987,2024,9,80,2385
1988,2024,9,81,1947
1989,2024,9,82,5591
1990,2024,9,83,3700
1991,2024,9,84,1813
1992,2024,9,85,2534
1993,2024,9,86,6834
1994,2024,9,87,15449
1995,2024,9,88,9368
1996,2024,9,89,9912
1997,2024,9,90,18118
1998,2024,9,91,9436
1999,2024,9,92,4513
2000,2024,9,93,14292
2001,2024,9,94,12886
2002,2024,9,95,9480
2003,2024,9,96,1754
2004,2024,9,97,1271
2005,2024,9,98,6121
2006,2024,9,99,3781
2007,2024,9,100,3570
2008,2024,9,101,2145
2009,2024,9,102,1188
2010,2024,9,103,898
2011,2024,9,104,1049
2012,2024,9,105,1435
2013,2024,9,106,1271
2014,2024,9,107,1005
2015,2024,9,108,1104
2016,2024,9,109,3511
2017,2024,9,110,1773
2018,2024,9,111,1014
2019,2024,9,112,2108
2020,2024,9,113,5091
2021,2024,9,114,580
2022,2024,9,115,5634
2275,2022,1,1,2007
2276,2022,1,2,1718
2277,2022,1,3,2100
2278,2022,1,4,4914
2279,2022,1,5,846
2280,2022,1,6,1084
2281,2022,1,7,2107
2282,2022,1,8,1743
2283,2022,1,9,1071
2284,2022,1,10,2502
2285,2022,1,11,618
2286,2022,1,12,1034
2287,2022,1,13,782
2288,2022,1,14,2630
2289,2022,1,15,984
2290,2022,1,16,16632
2291,2022,1,17,3452
2292,2022,1,18,3326
2293,2022,1,19,2533
2294,2022,1,20,1293
2295,2022,1,21,1113
2296,2022,1,22,827
2297,2022,1,23,609
2298,2022,1,24,1870
2299,2022,1,25,1761
2300,2022,1,26,1642
2301,2022,1,27,1256
2302,2022,1,28,1311
2303,2022,1,29,2492
2304,2022,1,30,1596
2305,2022,1,31,2520
2306,2022,1,32,6321
2307,2022,1,33,5999
2308,2022,1,34,4732
2309,2022,1,35,3773
2310,2022,1,36,5575
2311,2022,1,37,2567
2312,2022,1,38,2189
2313,2022,1,39,3092
2314,2022,1,40,5502
2315,2022,1,41,2079
2316,2022,1,63,1075
2317,2022,1,64,3161
2318,2022,1,65,886
2319,2022,1,66,436
2320,2022,1,67,1110
2321,2022,1,68,1712
2322,2022,1,69,421
2323,2022,1,70,695
2324,2022,1,71,681
2325,2022,1,72,645
2326,2022,1,73,1214
2327,2022,1,74,3016
2328,2022,1,75,1362
2329,2022,1,76,2118
2330,2022,1,77,1992
2331,2022,1,78,847
2332,2022,1,79,541
2333,2022,1,80,457
2334,2022,1,81,639
2335,2022,1,82,2977
2336,2022,1,83,1730
2337,2022,1,84,335
2338,2022,1,85,1124
2339,2022,1,86,26300
2340,2022,1,87,32245
2341,2022,1,88,32266
2342,2022,1,89,33358
2343,2022,1,90,49100
2344,2022,1,91,19466
2345,2022,1,92,8149
2346,2022,1,93,36090
2347,2022,1,94,39996
2348,2022,1,95,38120
2349,2022,1,96,2650
2350,2022,1,97,1171
2351,2022,1,98,11933
2352,2022,1,99,7597
2353,2022,1,100,15846
2354,2022,1,101,737
2355,2022,1,102,596
2356,2022,1,103,224
2357,2022,1,104,168
2358,2022,1,105,701
2359,2022,1,106,561
2360,2022,1,107,31
2361,2022,1,108,164
2362,2022,1,109,689
2363,2022,1,110,525
2364,2022,1,111,512
2365,2022,1,112,3500
2366,2022,1,113,3369
2367,2022,1,114,384
2368,2022,1,115,562
2369,2022,2,1,2263
2370,2022,2,2,1558
2371,2022,2,3,2738
2372,2022,2,4,4402
2373,2022,2,5,754
2374,2022,2,6,1048
2375,2022,2,7,1979
2376,2022,2,8,2629
2377,2022,2,9,1055
2378,2022,2,10,2396
2379,2022,2,11,668
2380,2022,2,12,1168
2381,2022,2,13,614
2382,2022,2,14,2626
2383,2022,2,15,796
2384,2022,2,16,16014
2385,2022,2,17,3542
2386,2022,2,18,3412
2387,2022,2,19,2677
2388,2022,2,20,2449
2389,2022,2,21,1997
2390,2022,2,22,811
2391,2022,2,23,519
2392,2022,2,24,1712
2393,2022,2,25,1815
2394,2022,2,26,1810
2395,2022,2,27,1238
2396,2022,2,28,1243
2397,2022,2,29,2370
2398,2022,2,30,1492
2399,2022,2,31,2342
2400,2022,2,32,6063
2401,2022,2,33,7539
2402,2022,2,34,4146
2403,2022,2,35,3379
2404,2022,2,36,4789
2405,2022,2,37,2021
2406,2022,2,38,2037
2407,2022,2,39,2682
2408,2022,2,40,7154
2409,2022,2,41,1857
2410,2022,2,63,1019
2411,2022,2,64,3129
2412,2022,2,65,748
2413,2022,2,66,440
2414,2022,2,67,1140
2415,2022,2,68,1614
2416,2022,2,69,381
2417,2022,2,70,669
2418,2022,2,71,609
2419,2022,2,72,629
2420,2022,2,73,1302
2421,2022,2,74,2852
2422,2022,2,75,1130
2423,2022,2,76,2114
2424,2022,2,77,1874
2425,2022,2,78,1015
2426,2022,2,79,591
2427,2022,2,80,427
2428,2022,2,81,623
2429,2022,2,82,3071
2430,2022,2,83,1646
2431,2022,2,84,283
2432,2022,2,85,1064
2433,2022,2,86,24942
2434,2022,2,87,30837
2435,2022,2,88,31606
2436,2022,2,89,32324
2437,2022,2,90,46354
2438,2022,2,91,18542
2439,2022,2,92,7783
2440,2022,2,93,34862
2441,2022,2,94,39156
2442,2022,2,95,36868
2443,2022,2,96,2512
2444,2022,2,97,1147
2445,2022,2,98,11507
2446,2022,2,99,7327
2447,2022,2,100,15000
2448,2022,2,101,761
2449,2022,2,102,608
2450,2022,2,103,224
2451,2022,2,104,152
2452,2022,2,105,735
2453,2022,2,106,577
2454,2022,2,107,31
2455,2022,2,108,158
2456,2022,2,109,3031
2457,2022,2,110,763
2458,2022,2,111,576
2459,2022,2,112,3500
2460,2022,2,113,3369
2461,2022,2,114,372
2462,2022,2,115,446
2463,2022,3,1,1965
2464,2022,3,2,1066
2465,2022,3,3,2468
2466,2022,3,4,5778
2467,2022,3,5,1174
2468,2022,3,6,1032
2469,2022,3,7,3069
2470,2022,3,8,2349
2471,2022,3,9,805
2472,2022,3,10,2218
2473,2022,3,11,674
2474,2022,3,12,804
2475,2022,3,13,548
2476,2022,3,14,2604
2477,2022,3,15,850
2478,2022,3,16,15444
2479,2022,3,17,3424
2480,2022,3,18,3064
2481,2022,3,19,2751
2482,2022,3,20,2351
2483,2022,3,21,1899
2484,2022,3,22,721
2485,2022,3,23,453
2486,2022,3,24,1624
2487,2022,3,25,1749
2488,2022,3,26,1830
2489,2022,3,27,1214
2490,2022,3,28,1215
2491,2022,3,29,2940
